M D Y: 11 03 2025
14:31:18:169263 Gateway 0, reading I: USB: Baudrate detected: 115200
15:14:57:030126 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:14:57:064704 Gateway 0, reading I: READ FROM NIB
15:14:57:467369 Gateway 0, reading I: PPS DETECTED
15:14:57:533456 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:14:57:568549 Gateway 0, reading I: READ FROM NIB
15:14:57:769817 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:14:57:770818 Gateway 0, reading 5330313331343030303030303030303030303030303030303030303030303030
15:14:57:957216 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:14:57:958217 Gateway 0, reading 2d52455455524e444952333346494c36302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:14:58:461386 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:14:58:462319 Gateway 0, reading 52455455524e444952323646494c36302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:14:58:463317 Gateway 0, reading I: PPS DETECTED
15:14:59:469351 Gateway 0, reading I: PPS DETECTED
15:14:59:746892 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:14:59:771229 Gateway 0, reading I: READ FROM NIB
15:15:00:249323 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:15:00:273682 Gateway 0, reading I: READ FROM NIB
15:15:00:475807 Gateway 0, reading I: PPS DETECTED
15:15:00:754555 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:15:00:777611 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:15:00:778611 Gateway 0, reading 2d52455455524e444952323446494c36302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:15:01:180305 Gateway 0, reading I: READ FROM NIB
15:15:01:181314 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:15:01:181314 Gateway 0, reading 2d52455455524e444952333346494c36302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:15:01:485133 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:15:01:486130 Gateway 0, reading 52455455524e444952323646494c36302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:15:01:488068 Gateway 0, reading I: PPS DETECTED
15:15:02:494613 Gateway 0, reading I: PPS DETECTED
15:15:03:501551 Gateway 0, reading I: PPS DETECTED
15:15:04:509625 Gateway 0, reading I: PPS DETECTED
15:15:05:514629 Gateway 0, reading I: PPS DETECTED
15:15:06:521456 Gateway 0, reading I: PPS DETECTED
15:15:07:527748 Gateway 0, reading I: PPS DETECTED
15:15:08:533230 Gateway 0, reading I: PPS DETECTED
15:15:09:438510 Gateway 0, reading I: PPS DETECTED
15:15:10:446105 Gateway 0, reading I: PPS DETECTED
15:15:11:452918 Gateway 0, reading I: PPS DETECTED
15:15:12:458461 Gateway 0, reading I: PPS DETECTED
15:15:13:465765 Gateway 0, reading I: PPS DETECTED
15:15:14:471009 Gateway 0, reading I: PPS DETECTED
15:15:15:477438 Gateway 0, reading I: PPS DETECTED
15:15:16:483861 Gateway 0, reading I: PPS DETECTED
15:15:17:489602 Gateway 0, reading I: PPS DETECTED
15:15:18:496274 Gateway 0, reading I: PPS DETECTED
15:15:19:504567 Gateway 0, reading I: PPS DETECTED
15:15:20:512713 Gateway 0, reading I: PPS DETECTED
15:15:21:520320 Gateway 0, reading I: PPS DETECTED
15:15:22:528488 Gateway 0, reading I: PPS DETECTED
15:15:23:534650 Gateway 0, reading I: PPS DETECTED
15:15:24:441028 Gateway 0, reading I: PPS DETECTED
15:15:25:447217 Gateway 0, reading I: PPS DETECTED
15:15:26:453851 Gateway 0, reading I: PPS DETECTED
15:15:27:459146 Gateway 0, reading I: PPS DETECTED
15:15:28:464604 Gateway 0, reading I: PPS DETECTED
15:15:29:470539 Gateway 0, reading I: PPS DETECTED
15:15:30:476068 Gateway 0, reading I: PPS DETECTED
15:15:31:480851 Gateway 0, reading I: PPS DETECTED
15:15:32:486181 Gateway 0, reading I: PPS DETECTED
15:15:33:493483 Gateway 0, reading I: PPS DETECTED
15:15:34:501182 Gateway 0, reading I: PPS DETECTED
15:15:35:507280 Gateway 0, reading I: PPS DETECTED
15:15:36:514477 Gateway 0, reading I: PPS DETECTED
15:15:37:520597 Gateway 0, reading I: PPS DETECTED
15:15:38:524762 Gateway 0, reading I: PPS DETECTED
15:15:39:531012 Gateway 0, reading I: PPS DETECTED
15:15:40:438305 Gateway 0, reading I: PPS DETECTED
15:15:41:444341 Gateway 0, reading I: PPS DETECTED
15:15:42:450639 Gateway 0, reading I: PPS DETECTED
15:15:43:457332 Gateway 0, reading I: PPS DETECTED
15:15:44:463164 Gateway 0, reading I: PPS DETECTED
15:15:45:468214 Gateway 0, reading I: PPS DETECTED
15:15:46:474737 Gateway 0, reading I: PPS DETECTED
15:15:47:481401 Gateway 0, reading I: PPS DETECTED
15:15:48:488389 Gateway 0, reading I: PPS DETECTED
15:15:49:497297 Gateway 0, reading I: PPS DETECTED
15:15:50:505109 Gateway 0, reading I: PPS DETECTED
15:15:51:510618 Gateway 0, reading I: PPS DETECTED
15:15:52:515195 Gateway 0, reading I: PPS DETECTED
15:15:53:521181 Gateway 0, reading I: PPS DETECTED
15:15:54:527031 Gateway 0, reading I: PPS DETECTED
15:15:55:533365 Gateway 0, reading I: PPS DETECTED
15:15:56:438014 Gateway 0, reading I: PPS DETECTED
15:15:57:444239 Gateway 0, reading I: PPS DETECTED
15:15:58:451171 Gateway 0, reading I: PPS DETECTED
15:15:59:455811 Gateway 0, reading I: PPS DETECTED
15:16:00:464294 Gateway 0, reading I: PPS DETECTED
15:16:01:471913 Gateway 0, reading I: PPS DETECTED
15:16:02:478612 Gateway 0, reading I: PPS DETECTED
15:16:03:483993 Gateway 0, reading I: PPS DETECTED
15:16:04:491396 Gateway 0, reading I: PPS DETECTED
15:16:05:498597 Gateway 0, reading I: PPS DETECTED
15:16:06:502081 Gateway 0, reading I: PPS DETECTED
15:16:07:507834 Gateway 0, reading I: PPS DETECTED
15:16:08:513216 Gateway 0, reading I: PPS DETECTED
15:16:09:520771 Gateway 0, reading I: PPS DETECTED
15:16:10:528321 Gateway 0, reading I: PPS DETECTED
15:16:11:535599 Gateway 0, reading I: PPS DETECTED
15:16:12:443210 Gateway 0, reading I: PPS DETECTED
15:16:13:450271 Gateway 0, reading I: PPS DETECTED
15:16:14:455795 Gateway 0, reading I: PPS DETECTED
15:16:15:462329 Gateway 0, reading I: PPS DETECTED
15:16:16:467460 Gateway 0, reading I: PPS DETECTED
15:16:17:474920 Gateway 0, reading I: PPS DETECTED
15:16:18:482273 Gateway 0, reading I: PPS DETECTED
15:16:19:488982 Gateway 0, reading I: PPS DETECTED
15:16:20:495648 Gateway 0, reading I: PPS DETECTED
15:16:21:501490 Gateway 0, reading I: PPS DETECTED
15:16:22:505957 Gateway 0, reading I: PPS DETECTED
15:16:23:513126 Gateway 0, reading I: PPS DETECTED
15:16:24:519377 Gateway 0, reading I: PPS DETECTED
15:16:25:525960 Gateway 0, reading I: PPS DETECTED
15:16:26:532366 Gateway 0, reading I: PPS DETECTED
15:16:27:438505 Gateway 0, reading I: PPS DETECTED
15:16:28:444471 Gateway 0, reading I: PPS DETECTED
15:16:29:449077 Gateway 0, reading I: PPS DETECTED
15:16:30:453373 Gateway 0, reading I: PPS DETECTED
15:16:31:459867 Gateway 0, reading I: PPS DETECTED
15:16:32:465656 Gateway 0, reading I: PPS DETECTED
15:16:33:469750 Gateway 0, reading I: PPS DETECTED
15:16:34:477759 Gateway 0, reading I: PPS DETECTED
15:16:35:483324 Gateway 0, reading I: PPS DETECTED
15:16:36:489644 Gateway 0, reading I: PPS DETECTED
15:16:37:495928 Gateway 0, reading I: PPS DETECTED
15:16:38:502119 Gateway 0, reading I: PPS DETECTED
15:16:39:506582 Gateway 0, reading I: PPS DETECTED
15:16:40:512523 Gateway 0, reading I: PPS DETECTED
15:16:41:516693 Gateway 0, reading I: PPS DETECTED
15:16:42:522414 Gateway 0, reading I: PPS DETECTED
15:16:43:528136 Gateway 0, reading I: PPS DETECTED
15:16:44:533714 Gateway 0, reading I: PPS DETECTED
15:16:45:440094 Gateway 0, reading I: PPS DETECTED
15:16:46:446236 Gateway 0, reading I: PPS DETECTED
15:16:47:451442 Gateway 0, reading I: PPS DETECTED
15:16:48:457243 Gateway 0, reading I: PPS DETECTED
15:16:49:463954 Gateway 0, reading I: PPS DETECTED
15:16:50:470696 Gateway 0, reading I: PPS DETECTED
15:16:51:476212 Gateway 0, reading I: PPS DETECTED
15:16:52:481353 Gateway 0, reading I: PPS DETECTED
15:16:53:485956 Gateway 0, reading I: PPS DETECTED
15:16:54:490568 Gateway 0, reading I: PPS DETECTED
15:16:55:499230 Gateway 0, reading I: PPS DETECTED
15:16:56:504871 Gateway 0, reading I: PPS DETECTED
15:16:57:509055 Gateway 0, reading I: PPS DETECTED
15:16:58:515392 Gateway 0, reading I: PPS DETECTED
15:16:59:521504 Gateway 0, reading I: PPS DETECTED
15:17:00:527705 Gateway 0, reading I: PPS DETECTED
15:17:01:534621 Gateway 0, reading I: PPS DETECTED
15:17:02:439468 Gateway 0, reading I: PPS DETECTED
15:17:03:446123 Gateway 0, reading I: PPS DETECTED
15:17:04:451322 Gateway 0, reading I: PPS DETECTED
15:17:05:458135 Gateway 0, reading I: PPS DETECTED
15:17:06:463919 Gateway 0, reading I: PPS DETECTED
15:17:07:469817 Gateway 0, reading I: PPS DETECTED
15:17:08:474682 Gateway 0, reading I: PPS DETECTED
15:17:09:482797 Gateway 0, reading I: PPS DETECTED
15:17:10:489520 Gateway 0, reading I: PPS DETECTED
15:17:11:496907 Gateway 0, reading I: PPS DETECTED
15:17:12:502279 Gateway 0, reading I: PPS DETECTED
15:17:13:507347 Gateway 0, reading I: PPS DETECTED
15:17:14:511832 Gateway 0, reading I: PPS DETECTED
15:17:15:516706 Gateway 0, reading I: PPS DETECTED
15:17:16:523506 Gateway 0, reading I: PPS DETECTED
15:17:17:529071 Gateway 0, reading I: PPS DETECTED
15:17:18:436504 Gateway 0, reading I: PPS DETECTED
15:17:19:443172 Gateway 0, reading I: PPS DETECTED
15:17:20:450155 Gateway 0, reading I: PPS DETECTED
15:17:21:455026 Gateway 0, reading I: PPS DETECTED
15:17:22:459883 Gateway 0, reading I: PPS DETECTED
15:17:23:465859 Gateway 0, reading I: PPS DETECTED
15:17:24:472686 Gateway 0, reading I: PPS DETECTED
15:17:25:477862 Gateway 0, reading I: PPS DETECTED
15:17:26:484321 Gateway 0, reading I: PPS DETECTED
15:17:27:489578 Gateway 0, reading I: PPS DETECTED
15:17:28:495762 Gateway 0, reading I: PPS DETECTED
15:17:29:502769 Gateway 0, reading I: PPS DETECTED
15:17:30:508446 Gateway 0, reading I: PPS DETECTED
15:17:31:515302 Gateway 0, reading I: PPS DETECTED
15:17:32:521069 Gateway 0, reading I: PPS DETECTED
15:17:33:527381 Gateway 0, reading I: PPS DETECTED
15:17:34:531565 Gateway 0, reading I: PPS DETECTED
15:17:35:438015 Gateway 0, reading I: PPS DETECTED
15:17:36:443081 Gateway 0, reading I: PPS DETECTED
15:17:37:448740 Gateway 0, reading I: PPS DETECTED
15:17:38:454707 Gateway 0, reading I: PPS DETECTED
15:17:39:459036 Gateway 0, reading I: PPS DETECTED
15:17:40:466538 Gateway 0, reading I: PPS DETECTED
15:17:41:471992 Gateway 0, reading I: PPS DETECTED
15:17:42:478791 Gateway 0, reading I: PPS DETECTED
15:17:43:485364 Gateway 0, reading I: PPS DETECTED
15:17:44:491991 Gateway 0, reading I: PPS DETECTED
15:17:45:499033 Gateway 0, reading I: PPS DETECTED
15:17:46:506017 Gateway 0, reading I: PPS DETECTED
15:17:47:512926 Gateway 0, reading I: PPS DETECTED
15:17:48:517962 Gateway 0, reading I: PPS DETECTED
15:17:49:523828 Gateway 0, reading I: PPS DETECTED
15:17:50:530133 Gateway 0, reading I: PPS DETECTED
15:17:51:535136 Gateway 0, reading I: PPS DETECTED
15:17:52:439467 Gateway 0, reading I: PPS DETECTED
15:17:53:444463 Gateway 0, reading I: PPS DETECTED
15:17:54:450042 Gateway 0, reading I: PPS DETECTED
15:17:55:455509 Gateway 0, reading I: PPS DETECTED
15:17:56:461993 Gateway 0, reading I: PPS DETECTED
15:17:57:468249 Gateway 0, reading I: PPS DETECTED
15:17:58:475444 Gateway 0, reading I: PPS DETECTED
15:17:59:481038 Gateway 0, reading I: PPS DETECTED
15:18:00:487646 Gateway 0, reading I: PPS DETECTED
15:18:01:492352 Gateway 0, reading I: PPS DETECTED
15:18:02:497213 Gateway 0, reading I: PPS DETECTED
15:18:03:506130 Gateway 0, reading I: PPS DETECTED
15:18:04:511995 Gateway 0, reading I: PPS DETECTED
15:18:05:518150 Gateway 0, reading I: PPS DETECTED
15:18:06:524708 Gateway 0, reading I: PPS DETECTED
15:18:07:529918 Gateway 0, reading I: PPS DETECTED
15:18:08:435619 Gateway 0, reading I: PPS DETECTED
15:18:09:442317 Gateway 0, reading I: PPS DETECTED
15:18:10:450310 Gateway 0, reading I: PPS DETECTED
15:18:11:454743 Gateway 0, reading I: PPS DETECTED
15:18:12:461690 Gateway 0, reading I: PPS DETECTED
15:18:13:469209 Gateway 0, reading I: PPS DETECTED
15:18:14:475478 Gateway 0, reading I: PPS DETECTED
15:18:15:481030 Gateway 0, reading I: PPS DETECTED
15:18:16:488381 Gateway 0, reading I: PPS DETECTED
15:18:17:493393 Gateway 0, reading I: PPS DETECTED
15:18:18:498414 Gateway 0, reading I: PPS DETECTED
15:18:19:504230 Gateway 0, reading I: PPS DETECTED
15:18:20:510124 Gateway 0, reading I: PPS DETECTED
15:18:21:515797 Gateway 0, reading I: PPS DETECTED
15:18:22:521787 Gateway 0, reading I: PPS DETECTED
15:18:23:528406 Gateway 0, reading I: PPS DETECTED
15:18:24:534890 Gateway 0, reading I: PPS DETECTED
15:18:25:441291 Gateway 0, reading I: PPS DETECTED
15:18:26:447325 Gateway 0, reading I: PPS DETECTED
15:18:27:453952 Gateway 0, reading I: PPS DETECTED
15:18:28:461658 Gateway 0, reading I: PPS DETECTED
15:18:29:469586 Gateway 0, reading I: PPS DETECTED
15:18:30:475051 Gateway 0, reading I: PPS DETECTED
15:18:31:481079 Gateway 0, reading I: PPS DETECTED
15:18:32:485878 Gateway 0, reading I: PPS DETECTED
15:18:33:492055 Gateway 0, reading I: PPS DETECTED
15:18:34:498089 Gateway 0, reading I: PPS DETECTED
15:18:35:505184 Gateway 0, reading I: PPS DETECTED
15:18:36:513676 Gateway 0, reading I: PPS DETECTED
15:18:37:521421 Gateway 0, reading I: PPS DETECTED
15:18:38:527091 Gateway 0, reading I: PPS DETECTED
15:18:39:436541 Gateway 0, reading I: PPS DETECTED
15:18:40:442373 Gateway 0, reading I: PPS DETECTED
15:18:41:448474 Gateway 0, reading I: PPS DETECTED
15:18:42:454493 Gateway 0, reading I: PPS DETECTED
15:18:43:460770 Gateway 0, reading I: PPS DETECTED
15:18:44:467001 Gateway 0, reading I: PPS DETECTED
15:18:45:473609 Gateway 0, reading I: PPS DETECTED
15:18:46:480367 Gateway 0, reading I: PPS DETECTED
15:18:47:485574 Gateway 0, reading I: PPS DETECTED
15:18:48:492276 Gateway 0, reading I: PPS DETECTED
15:18:49:497620 Gateway 0, reading I: PPS DETECTED
15:18:50:502512 Gateway 0, reading I: PPS DETECTED
15:18:51:508744 Gateway 0, reading I: PPS DETECTED
15:18:52:515027 Gateway 0, reading I: PPS DETECTED
15:18:53:520177 Gateway 0, reading I: PPS DETECTED
15:18:54:524920 Gateway 0, reading I: PPS DETECTED
15:18:55:532131 Gateway 0, reading I: PPS DETECTED
15:18:56:436345 Gateway 0, reading I: PPS DETECTED
15:18:57:441863 Gateway 0, reading I: PPS DETECTED
15:18:57:843993 Gateway 0, reading W: BLE: Disconnected: E1:D7:29:7F:A1:4C (random) (reason 8)
15:18:58:448429 Gateway 0, reading I: PPS DETECTED
15:18:59:456222 Gateway 0, reading I: PPS DETECTED
15:19:00:462530 Gateway 0, reading I: PPS DETECTED
15:19:01:469659 Gateway 0, reading I: PPS DETECTED
15:19:02:477611 Gateway 0, reading I: PPS DETECTED
15:19:03:483268 Gateway 0, reading I: PPS DETECTED
15:19:04:490452 Gateway 0, reading I: PPS DETECTED
15:19:05:497181 Gateway 0, reading I: PPS DETECTED
15:19:06:505055 Gateway 0, reading I: PPS DETECTED
15:19:07:512533 Gateway 0, reading I: PPS DETECTED
15:19:08:522540 Gateway 0, reading I: PPS DETECTED
15:19:09:530605 Gateway 0, reading I: PPS DETECTED
15:19:10:436860 Gateway 0, reading I: PPS DETECTED
15:19:10:639041 Gateway 0, reading I: BLE: Connected: E1:D7:29:7F:A1:4C (random)
15:19:11:448485 Gateway 0, reading I: PPS DETECTED
15:19:12:454062 Gateway 0, reading I: PPS DETECTED
15:19:13:461467 Gateway 0, reading I: PPS DETECTED
15:19:14:465451 Gateway 0, reading I: PPS DETECTED
15:19:15:472175 Gateway 0, reading I: PPS DETECTED
15:19:16:476649 Gateway 0, reading I: PPS DETECTED
15:19:17:482718 Gateway 0, reading I: PPS DETECTED
15:19:17:885998 Gateway 0, reading E: Characteristic discover failed, error: -128.
15:19:17:887006 Gateway 0, reading E: The discovery procedure failed with -128
15:19:17:888004 Gateway 0, reading E: Conn disconect failed on line 331 (err -128)
15:19:17:888004 Gateway 0, reading W: BLE: Disconnected: E1:D7:29:7F:A1:4C (random) (reason 8)
15:19:18:492479 Gateway 0, reading I: PPS DETECTED
15:19:19:498384 Gateway 0, reading I: PPS DETECTED
15:19:20:505201 Gateway 0, reading I: PPS DETECTED
15:19:21:512252 Gateway 0, reading I: PPS DETECTED
15:19:22:520544 Gateway 0, reading I: PPS DETECTED
15:19:23:527515 Gateway 0, reading I: PPS DETECTED
15:19:24:532538 Gateway 0, reading I: PPS DETECTED
15:19:25:437551 Gateway 0, reading I: PPS DETECTED
15:19:26:443394 Gateway 0, reading I: PPS DETECTED
15:19:27:449963 Gateway 0, reading I: PPS DETECTED
15:19:27:550672 Gateway 0, reading E: Failed to connect to E1:D7:29:7F:A1:4C (random) (2)
15:19:28:456014 Gateway 0, reading I: PPS DETECTED
15:19:29:461734 Gateway 0, reading I: PPS DETECTED
15:19:30:467452 Gateway 0, reading I: PPS DETECTED
15:19:31:474874 Gateway 0, reading I: PPS DETECTED
15:19:32:481661 Gateway 0, reading I: PPS DETECTED
15:19:33:488510 Gateway 0, reading I: PPS DETECTED
15:19:33:589840 Gateway 0, reading I: BLE: Connected: E1:D7:29:7F:A1:4C (random)
15:19:34:497563 Gateway 0, reading I: PPS DETECTED
15:19:35:504751 Gateway 0, reading I: PPS DETECTED
15:19:36:510355 Gateway 0, reading I: PPS DETECTED
15:19:36:913355 Gateway 0, reading I: BLE: Discovery Complete!
15:19:37:517294 Gateway 0, reading I: PPS DETECTED
15:19:38:522945 Gateway 0, reading I: PPS DETECTED
15:19:39:529051 Gateway 0, reading I: PPS DETECTED
15:19:40:534048 Gateway 0, reading I: PPS DETECTED
15:19:41:440600 Gateway 0, reading I: PPS DETECTED
15:19:42:445506 Gateway 0, reading I: PPS DETECTED
15:19:43:451289 Gateway 0, reading I: PPS DETECTED
15:19:44:455114 Gateway 0, reading I: PPS DETECTED
15:19:45:461592 Gateway 0, reading I: PPS DETECTED
15:19:46:466872 Gateway 0, reading I: PPS DETECTED
15:19:47:474036 Gateway 0, reading I: PPS DETECTED
15:19:48:480648 Gateway 0, reading I: PPS DETECTED
15:19:49:485153 Gateway 0, reading I: PPS DETECTED
15:19:50:491282 Gateway 0, reading I: PPS DETECTED
15:19:51:497787 Gateway 0, reading I: PPS DETECTED
15:19:52:504235 Gateway 0, reading I: PPS DETECTED
15:19:53:511050 Gateway 0, reading I: PPS DETECTED
15:19:54:517357 Gateway 0, reading I: PPS DETECTED
15:19:55:524668 Gateway 0, reading I: PPS DETECTED
15:19:56:531369 Gateway 0, reading I: PPS DETECTED
15:19:57:438893 Gateway 0, reading I: PPS DETECTED
15:19:58:445072 Gateway 0, reading I: PPS DETECTED
15:19:59:452993 Gateway 0, reading I: PPS DETECTED
15:20:00:459349 Gateway 0, reading I: PPS DETECTED
15:20:01:467841 Gateway 0, reading I: PPS DETECTED
15:20:02:473455 Gateway 0, reading I: PPS DETECTED
15:20:03:481421 Gateway 0, reading I: PPS DETECTED
15:20:04:487899 Gateway 0, reading I: PPS DETECTED
15:20:05:495433 Gateway 0, reading I: PPS DETECTED
15:20:06:501718 Gateway 0, reading I: PPS DETECTED
15:20:07:508457 Gateway 0, reading I: PPS DETECTED
15:20:08:514817 Gateway 0, reading I: PPS DETECTED
15:20:09:521560 Gateway 0, reading I: PPS DETECTED
15:20:10:529507 Gateway 0, reading I: PPS DETECTED
15:20:11:436353 Gateway 0, reading I: PPS DETECTED
15:20:12:444841 Gateway 0, reading I: PPS DETECTED
15:20:13:451535 Gateway 0, reading I: PPS DETECTED
15:20:13:552838 Gateway 0, reading W: BLE: Disconnected: E1:D7:29:7F:A1:4C (random) (reason 8)
15:20:14:459957 Gateway 0, reading I: PPS DETECTED
15:20:15:466177 Gateway 0, reading I: PPS DETECTED
15:20:16:472005 Gateway 0, reading I: PPS DETECTED
15:20:17:478813 Gateway 0, reading I: PPS DETECTED
15:20:18:485082 Gateway 0, reading I: PPS DETECTED
15:20:19:492465 Gateway 0, reading I: PPS DETECTED
15:20:20:500243 Gateway 0, reading I: PPS DETECTED
15:20:21:506511 Gateway 0, reading I: PPS DETECTED
15:20:22:513819 Gateway 0, reading I: PPS DETECTED
15:20:23:519474 Gateway 0, reading I: PPS DETECTED
15:20:24:526282 Gateway 0, reading I: PPS DETECTED
15:20:25:532074 Gateway 0, reading I: PPS DETECTED
15:20:26:437579 Gateway 0, reading I: PPS DETECTED
15:20:27:243074 Gateway 0, reading I: BLE: Connected: E1:D7:29:7F:A1:4C (random)
15:20:27:446757 Gateway 0, reading I: PPS DETECTED
15:20:28:452182 Gateway 0, reading I: PPS DETECTED
15:20:29:459006 Gateway 0, reading I: PPS DETECTED
15:20:30:464698 Gateway 0, reading I: PPS DETECTED
15:20:31:469085 Gateway 0, reading I: PPS DETECTED
15:20:31:671245 Gateway 0, reading I: BLE: Discovery Complete!
15:20:32:476576 Gateway 0, reading I: PPS DETECTED
15:20:33:483780 Gateway 0, reading I: PPS DETECTED
15:20:34:491162 Gateway 0, reading I: PPS DETECTED
15:20:35:498070 Gateway 0, reading I: PPS DETECTED
15:20:36:503950 Gateway 0, reading I: PPS DETECTED
15:20:37:509300 Gateway 0, reading I: PPS DETECTED
15:20:38:515805 Gateway 0, reading I: PPS DETECTED
15:20:39:522925 Gateway 0, reading I: PPS DETECTED
15:20:40:530407 Gateway 0, reading I: PPS DETECTED
15:20:41:435725 Gateway 0, reading I: PPS DETECTED
